SYMBOL_x,MCL1.DG,MCL1.DH,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LA,MCL1.LB,MCL1.LC,MCL1.LD,MCL1.LE,MCL1.LF
Ggt1,6.73234662994911,6.55604747070137,6.5588486056998,6.58656156885751,6.43759595809507,6.39406739256771,5.193118045699821,5.526431503074139,4.22399024426601,4.34160530787522,7.243899490711991,7.3545348858291195
Slc39a4,2.72215253827695,3.02769081398771,2.1755322340154297,1.9932139910171398,-0.19325452185489603,-0.0169015530692787,3.0715016911824797,2.92820152756424,6.47291770390443,6.526836020353559,2.43034569251944,1.84724097857033
Ppl,5.10227374082941,4.900942210758849,5.75508677289222,5.9510227606178,6.85141981408031,6.88185800242004,7.359976744094349,7.732010477865031,8.227118448877599,8.437498973670731,4.64614543654546,4.79898580996311
Slc25a1,4.8814647580015,4.57420932261763,4.40756641314509,4.36509782154147,4.98384553188012,5.116210782755309,5.01103704991858,4.86860791367549,5.70261335230994,5.7476307420943495,9.71384457620192,9.984259064223599
St6gal1,5.696710908355381,5.711296093265541,5.04060265392932,4.7920005431765,4.2441507904524,4.58058804552804,3.72748813281325,3.45329257230799,6.95480914919157,7.070749015826241,9.81073767349563,9.90930132226727
Cidea,-1.32033954383713,-2.26442162646409,0.8388071371999829,1.1422239401502,2.9848676325540398,2.76140483647783,1.8201093981234802,2.4195569344482597,5.2707385034574905,5.952051643334251,10.3904298060197,10.5040609693145
Scd1,5.8412852967012,5.590729999172799,7.268699142643549,6.80775910167326,8.075572351586809,8.08516570108983,8.346931323969951,8.353722164733389,11.0385314577917,11.1454343315499,14.322831993207199,14.4547830083441
Pmvk,3.6175779473920096,3.82881585241288,3.9820456891253597,4.05001313126637,4.950750000796839,4.722996774874741,4.09438998257704,4.1069850551866605,4.50277631570573,4.48181542798212,7.1343228747317395,7.20479298318841
Elovl6,3.9937264332772595,4.00236491423081,4.3408699659620895,4.1705947973785005,5.1570613796139,5.15209117367766,4.88718198358036,4.47206498848852,4.5777023177290195,4.34510699658677,7.703628780239919,7.58884988568783
Egf,-0.8897051895072711,-1.07999705532667,-1.2375437489301298,-1.35131553280736,0.249263713846055,0.17154353634383201,-0.9439614262053271,-0.7594990787461791,0.7851443975994951,1.19601549856163,6.34810921790335,6.34280150491593
Slc39a8,3.3184898288627593,3.7294173889092304,3.7407314799151496,3.82911712645335,3.86341792728199,4.31005044140758,0.912303096333223,0.8794022290857808,0.29971757042925296,1.2862133075331998,7.40095135907471,7.29871240286376
Ddah1,-0.41763674519204796,-0.6794591257429379,-1.0062182028236801,-0.0446541945733063,0.7881297999777579,0.579201505257078,-0.0205827078082396,0.0419552418717409,0.29971757042925296,0.8856753779494759,6.956574368450131,6.73732921861431
Slc30a2,0.95051436645596,1.3314291903998001,0.9253948221960742,0.28340000311089697,0.8611932621674809,0.785652382724504,1.6656631287501,1.33038642477102,4.41469026081454,4.49132773743782,7.6573897661920896,7.65269636771245
Slc34a2,-0.22919165577893802,0.615996757783234,2.36301560684204,1.9629993779701298,2.94340802545567,3.21861179000061,3.2668358566525098,3.6170294582284503,6.3681538791502,6.24603965449295,10.3375346870915,10.633114986790199
Csn1s2b,-3.03654657783654,-2.26442162646409,-0.334840950285046,0.0154667978642643,6.00061828953306,5.8053542971670495,1.6656631287501,1.07700218897094,3.8014462099286,4.519494045012389,12.763715182558999,12.742449511911301
Acacb,2.86000207355052,3.3556315387254196,3.06861703009891,3.17883408328441,3.54093398764074,3.84454607177807,2.74880436405034,3.2685648396717,4.67190988861271,4.72697763193042,8.90630903504663,9.11983393301129
Atp2b2,-1.45158407711539,-0.968965742937922,-2.30167408634985,-2.13981142761365,1.7974676645570902,1.1567465344157501,-1.5540149078893102,-1.1338945935276799,1.5070425436767598,2.10806779928592,8.998261325155712,9.36807673710015
Ceacam10,-3.03654657783654,-2.9164983230437898,-0.40355370036905996,-1.5117802050006002,0.0131963556125309,0.229259034200119,3.4718531778813704,3.0389958663912005,4.13122635419563,4.05560037939179,7.378588644908549,7.401829830247969
Elovl5,5.70540186861943,5.701887179214821,6.012445641441361,5.811738220792849,6.33392170341824,6.3443281919253804,5.2954313476573205,5.2501296224516,6.19827773542301,6.442717793213201,9.14673344133643,9.219441629841869
Rbp1,7.72012887230752,7.731602414557001,7.0241424009583096,6.9083038571838795,5.968943117562809,5.98047488730448,6.06880758201321,6.2135217215215,7.72094086965439,7.55489116344508,2.6395224943517204,1.75311880120578
